#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	414892	415185	-	PPDDFK_18495	asr	acid resistance repetitive basic protein Asr	NCBIFam:NF033636.1, RefSeq:WP_015958530.1, SO:0001217, UniParc:UPI0001576EF2, UniRef:UniRef100_A0A060VH58, UniRef:UniRef50_A0A919LQU9, UniRef:UniRef90_A0A919LQU9
contig_2	cds	415361	416734	-	PPDDFK_18500	mdtK	MdtK family multidrug efflux MATE transporter	BlastRules:WP_001175077, COG:COG0534, COG:V, GO:0005886, GO:0006814, GO:0006855, GO:0015297, GO:0042910, RefSeq:WP_071579644.1, SO:0001217, UniParc:UPI000893E503, UniRef:UniRef100_A0A9Q6J676, UniRef:UniRef50_Q7WTR3, UniRef:UniRef90_A6TA11
contig_2	cds	416963	417598	+	PPDDFK_18505	ribE	riboflavin synthase subunit alpha	RefSeq:WP_004891418.1, SO:0001217, UniParc:UPI0002BF5591, UniRef:UniRef100_A0A9J6RWA7, UniRef:UniRef50_P0AFU8, UniRef:UniRef90_A0A0W8AV50
contig_2	cds	417635	418783	-	PPDDFK_18510	cfa	cyclopropane fatty acyl phospholipid synthase	COG:COG2230, COG:I, EC:2.1.1.79, SO:0001217, UniRef:UniRef50_P0A9H8, UniRef:UniRef90_A0A421H7Q2
contig_2	cds	419076	420311	-	PPDDFK_18515	punC	purine nucleoside transporter PunC	COG:COG2814, COG:G, GO:0016020, GO:0042910, GO:1990961, SO:0001217, UniParc:UPI0001576E3B, UniRef:UniRef100_A0A0E1CDY8, UniRef:UniRef50_P37597, UniRef:UniRef90_A0A087FP03
contig_2	cds	420370	421374	+	PPDDFK_18520	punR	DNA-binding transcriptional activator PunR	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_004184276.1, SO:0001217, UniParc:UPI0001A58AB4, UniRef:UniRef100_A0A164VAV9, UniRef:UniRef50_A0A164VAV9, UniRef:UniRef90_A0A164VAV9
contig_2	cds	421301	422326	-	PPDDFK_18525	purR	HTH-type transcriptional repressor PurR	COG:COG1609, COG:K, GO:0003677, GO:0006164, GO:0006355, GO:0045892, RefSeq:WP_002907778.1, SO:0001217, UniParc:UPI0001576E39, UniRef:UniRef100_A6TA06, UniRef:UniRef50_P46456, UniRef:UniRef90_A6TA06
contig_2	ncRNA	422327	422714	+	PPDDFK_18530	STnc550	Enterobacterial sRNA STnc550	RFAM:RF02081, SO:0000655
contig_2	cds	422619	422711	+	PPDDFK_18535	ynhF	YnhF family membrane protein	RefSeq:WP_002907776.1, SO:0001217, UniParc:UPI0002186632, UniRef:UniRef100_W1DHA0, UniRef:UniRef50_Q0THH1, UniRef:UniRef90_W1DHA0
contig_2	cds	422879	423502	+	PPDDFK_18540		MFS transporter	SO:0001217, UniRef:UniRef50_A0A376U8Z9, UniRef:UniRef90_A0A2X3EAI7
contig_2	cds	423484	424044	+	PPDDFK_18545		MFS transporter	SO:0001217, UniParc:UPI000DFF6ABE, UniRef:UniRef100_A0A377ZIK0, UniRef:UniRef50_A0A919HPK1, UniRef:UniRef90_A0A377ZIK0
contig_2	cds	424107	424688	-	PPDDFK_18550	sodB	superoxide dismutase [Fe]	COG:COG0605, COG:P, EC:1.15.1.1, GO:0004784, GO:0006801, GO:0046872, KEGG:K04564, SO:0001217, UniRef:UniRef50_O15905, UniRef:UniRef90_P0A2F5
contig_2	cds	425158	425643	+	PPDDFK_18555	araC	AraC-type DNA-binding domain and AraC-containing proteins	COG:COG2207, COG:K, RefSeq:WP_004184275.1, SO:0001217, UniParc:UPI0002186631, UniRef:UniRef100_A0A098CDE0, UniRef:UniRef50_A0A837KHH2, UniRef:UniRef90_A0A5D6T0E3
contig_2	cds	425598	426470	-	PPDDFK_18560	nlpC	Cell wall-associated hydrolase, NlpC_P60 family	COG:COG0791, COG:M, RefSeq:WP_004151204.1, SO:0001217, UniParc:UPI0001A58A53, UniRef:UniRef100_A0A080T309, UniRef:UniRef50_P76190, UniRef:UniRef90_A0A080T309
contig_2	cds	426870	427157	+	PPDDFK_18565	grxD	Grx4 family monothiol glutaredoxin	COG:COG0278, COG:O, GO:0005737, GO:0015036, GO:0016491, GO:0046872, GO:0051537, RefSeq:WP_022537188.1, SO:0001217, UniParc:UPI0002D4FBE8, UniRef:UniRef100_A0A9P1KR84, UniRef:UniRef50_P0AC71, UniRef:UniRef90_P0AC71
contig_2	cds	427205	427852	-	PPDDFK_18570	rnt	ribonuclease T	COG:COG0847, COG:L, EC:3.1.13.-, GO:0000287, GO:0003676, GO:0006364, GO:0008033, GO:0016896, GO:0042780, RefSeq:WP_002907766.1, SO:0001217, UniParc:UPI0001576E35, UniRef:UniRef100_A6TA01, UniRef:UniRef50_Q6D5W0, UniRef:UniRef90_A6TA01
contig_2	cds	427990	428397	-	PPDDFK_18575		Lactoylglutathione lyase	RefSeq:WP_002907764.1, SO:0001217, UniParc:UPI0001576E34, UniRef:UniRef100_A0A087FI99, UniRef:UniRef90_P0AC82
contig_2	cds	428476	429573	-	PPDDFK_18580		Alkene reductase	RefSeq:WP_002907763.1, SO:0001217, UniParc:UPI0001576E33, UniRef:UniRef100_W9BPG0, UniRef:UniRef50_P77258, UniRef:UniRef90_W9BPG0
contig_2	cds	429627	429863	-	PPDDFK_18585	tetR	Transcriptional regulator, TetR family	SO:0001217, UniRef:UniRef50_A0A655C088
contig_2	cds	429952	430284	+	PPDDFK_18590		hypothetical protein	
contig_2	cds	430370	430609	+	PPDDFK_18595	ydhL	DUF1289 domain-containing protein	COG:COG3313, COG:R, RefSeq:WP_002907761.1, SO:0001217, UniParc:UPI000218662E, UniRef:UniRef100_A0A0C7F9D8, UniRef:UniRef50_A0A0Q4MSN4, UniRef:UniRef90_A0A8B6IKK4
contig_2	cds	430658	431554	+	PPDDFK_18600	ydhF	putative oxidoreductase YdhF	COG:COG4989, COG:R, RefSeq:WP_002907760.1, SO:0001217, UniParc:UPI0001576E30, UniRef:UniRef100_W9BGT4, UniRef:UniRef50_A0A379CK88, UniRef:UniRef90_A0A1C3Q8Y7
contig_2	cds	431624	432145	+	PPDDFK_18605	sodC	superoxide dismutase [Cu-Zn] SodC	COG:COG2032, COG:P, EC:1.15.1.1, GO:0004784, RefSeq:WP_004184268.1, SO:0001217, UniParc:UPI0001576E2F, UniRef:UniRef100_A0A081IHS4, UniRef:UniRef50_A0A090V419, UniRef:UniRef90_A0A2A5MR85
contig_2	cds	432138	434162	-	PPDDFK_18610	yccC	putative membrane protein YccC	COG:COG1289, COG:S, RefSeq:WP_064162026.1, SO:0001217, UniParc:UPI0007CBCF07, UniRef:UniRef100_UPI0007CBCF07, UniRef:UniRef50_Q8ZPN4, UniRef:UniRef90_A6T9Z4
contig_2	cds	434162	435058	-	PPDDFK_18615	emrA	Multidrug resistance efflux pump EmrA	COG:COG1566, COG:V, RefSeq:WP_004143835.1, SO:0001217, UniParc:UPI0001576E2D, UniRef:UniRef100_A0A0E1CE03, UniRef:UniRef50_A8AH25, UniRef:UniRef90_W9B8U2
contig_2	cds	435069	435305	-	PPDDFK_18620		DUF1656 domain-containing protein	RefSeq:WP_002907752.1, SO:0001217, UniParc:UPI000268751F, UniRef:UniRef100_A0A1C1G9E0, UniRef:UniRef50_A0A090VWT4, UniRef:UniRef90_A6T9Z2
contig_2	cds	435674	435913	+	PPDDFK_18625	slyA	Transcriptional regulator SlyA	SO:0001217, UniRef:UniRef50_A0A2X1NDC5
contig_2	cds	435954	437315	-	PPDDFK_18630	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, SO:0001217, UniRef:UniRef50_A0A081IHR9, UniRef:UniRef90_A0A081IHR9
contig_2	cds	437538	438005	-	PPDDFK_18635	slyB	outer membrane lipoprotein SlyB	BlastRules:WP_000597179, COG:COG3133, COG:M, KEGG:K06077, SO:0001217, UniRef:UniRef50_P31484, UniRef:UniRef90_UPI0021817671
contig_2	cds	438273	438443	+	PPDDFK_18640		anhydro-N-acetylmuramic acid kinase	SO:0001217, UniRef:UniRef50_UPI001967DE18, UniRef:UniRef90_UPI001967DE18
contig_2	cds	438425	439108	+	PPDDFK_18645		Anhydro-N-acetylmuramic acid kinase	SO:0001217, UniRef:UniRef50_A0A377YPG9
contig_2	cds	439086	439394	+	PPDDFK_18650	anmK	anhydro-N-acetylmuramic acid kinase	COG:COG2377, COG:M, EC:2.7.1.170, GO:0005524, GO:0005975, GO:0006040, GO:0009254, GO:0016301, GO:0016310, GO:0016773, GO:0097175, SO:0001217, UniParc:UPI000AE53971, UniRef:UniRef100_A0A378B5A9, UniRef:UniRef50_Q6D5V5, UniRef:UniRef90_A6T9Y8
contig_2	cds	439451	439810	+	PPDDFK_18655	mliC	C-type lysozyme inhibitor	COG:COG3895, COG:M, SO:0001217, UniParc:UPI0001576D75, UniRef:UniRef100_A0A060VMN7, UniRef:UniRef50_P28224, UniRef:UniRef90_A0A377UH81
contig_2	cds	439930	440505	+	PPDDFK_18660	pdxH	pyridoxamine 5'-phosphate oxidase	COG:COG0259, COG:H, EC:1.4.3.5, GO:0004733, GO:0008615, GO:0010181, KEGG:K00275, SO:0001217, UniRef:UniRef50_C5BE32, UniRef:UniRef90_A0A3S4GPB6
contig_2	cds	440647	441921	+	PPDDFK_18665	tyrS	tyrosine--tRNA ligase	COG:COG0162, COG:J, EC:6.1.1.1, GO:0003723, GO:0004831, GO:0005524, GO:0005737, GO:0006437, RefSeq:WP_002907740.1, SO:0001217, UniParc:UPI00021865AD, UniRef:UniRef100_A6T9Y5, UniRef:UniRef50_Q32FD6, UniRef:UniRef90_Q32FD6
contig_2	cds	441983	442783	+	PPDDFK_18670	pdxY	pyridoxal kinase PdxY	COG:COG2240, COG:H, EC:2.7.1.35, GO:0008478, GO:0009443, SO:0001217, UniRef:UniRef50_Q8Z6Q3, UniRef:UniRef90_A0A376LNP6
contig_2	cds	442885	443490	-	PPDDFK_18675	gstA	glutathione transferase GstA	COG:COG0625, COG:O, EC:2.5.1.18, GO:0005515, GO:0006749, RefSeq:WP_002907736.1, SO:0001217, UniParc:UPI0001576D71, UniRef:UniRef100_A0A060VHB5, UniRef:UniRef50_P15214, UniRef:UniRef90_A0A1C3Q7W3
contig_2	cds	443601	444368	-	PPDDFK_18680		Tripeptide transporter permease	SO:0001217, UniRef:UniRef50_A0A377M1R1, UniRef:UniRef90_A0A378F748
contig_2	cds	444332	445105	-	PPDDFK_18685		Putative tripeptide transporter permease	SO:0001217, UniRef:UniRef50_A0A2X2WMX5, UniRef:UniRef90_A0A2X2WMX5
contig_2	cds	445294	445551	+	PPDDFK_18690		hypothetical protein	SO:0001217, UniParc:UPI000282EF7E, UniRef:UniRef100_A0A0E1GXZ6, UniRef:UniRef50_A6T9Y1, UniRef:UniRef90_A6T9Y1
contig_2	cds	445711	445872	-	PPDDFK_18695	nth	Endonuclease III	COG:COG0177, COG:L, SO:0001217, UniRef:UniRef50_A0A3P8IXX6, UniRef:UniRef90_A0A3P8IXX6
contig_2	cds	445854	446345	-	PPDDFK_18700	nth	endonuclease III	EC:3.2.2.-, EC:4.2.99.18, GO:0003906, GO:0006281, KEGG:K10773, SO:0001217, UniRef:UniRef50_A0A377D463, UniRef:UniRef90_A0A377D463
contig_2	cds	446347	447045	-	PPDDFK_18705	rnfE	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfE subunit	COG:C, COG:COG4660, RefSeq:WP_002907733.1, SO:0001217, UniParc:UPI0001A58A49, UniRef:UniRef100_A0A0W8AUG4, UniRef:UniRef50_A5F2S7, UniRef:UniRef90_A0A0W8AUG4
contig_2	cds	447048	447671	-	PPDDFK_18710	rsxG	electron transport complex subunit RsxG	COG:C, COG:COG4659, GO:0009055, GO:0010181, GO:0016020, GO:0022900, SO:0001217, UniRef:UniRef50_P77285, UniRef:UniRef90_A0A1V2BK38
contig_2	cds	447720	448730	-	PPDDFK_18715		Ion-translocating oxidoreductase complex subunit D	SO:0001217, UniRef:UniRef50_Q8ZED2
contig_2	cds	448731	450992	-	PPDDFK_18720	rsxC	electron transport complex subunit RsxC	GO:0009055, GO:0016020, GO:0051539, RefSeq:WP_064162027.1, SO:0001217, UniParc:UPI0007CD2E19, UniRef:UniRef100_A0A9Q6J421, UniRef:UniRef50_A0A2U0M3A7, UniRef:UniRef90_A0A2U0M3A7
contig_2	cds	450985	451563	-	PPDDFK_18725	rsxB	electron transport complex subunit RsxB	COG:C, COG:COG2878, EC:7.-.-.-, GO:0005886, GO:0009055, GO:0022900, GO:0046872, GO:0051536, GO:0051539, RefSeq:WP_004143816.1, SO:0001217, UniParc:UPI0001576D69, UniRef:UniRef100_A0A0W8AUK5, UniRef:UniRef50_B2U2C7, UniRef:UniRef90_B5XWQ0
contig_2	cds	451563	452144	-	PPDDFK_18730	rsxA	electron transport complex subunit RsxA	COG:C, COG:COG4657, EC:7.-.-.-, GO:0005886, GO:0016020, GO:0022900, RefSeq:WP_002907658.1, SO:0001217, UniParc:UPI00018142B1, UniRef:UniRef100_B5XWQ1, UniRef:UniRef50_A0A0H3AKU6, UniRef:UniRef90_A7ZM87
contig_2	cds	452223	452663	-	PPDDFK_18735		Oxidoreductase	RefSeq:WP_002907654.1, SO:0001217, UniParc:UPI0001A58A46, UniRef:UniRef100_W9B8T1, UniRef:UniRef50_A0A1W5DJM5, UniRef:UniRef90_A6T9X3
contig_2	cds	452739	452954	-	PPDDFK_18740	ydgT	transcription modulator YdgT	RefSeq:WP_002907652.1, SO:0001217, UniParc:UPI0001A58A45, UniRef:UniRef100_A0A0E1CID7, UniRef:UniRef50_A0A0H3NGF1, UniRef:UniRef90_A0A2X3ENT4
contig_2	cds	453171	454268	-	PPDDFK_18745		6-phospho-beta-glucosidase A	SO:0001217, UniRef:UniRef50_A0A485A6L2, UniRef:UniRef90_A0A7H4P2Q2
contig_2	cds	454207	454545	-	PPDDFK_18750		6-phospho-beta-glucosidase A	SO:0001217, UniRef:UniRef50_A0A447S8P8, UniRef:UniRef90_A0A4P0Y922
contig_2	cds	454670	454873	+	PPDDFK_18755		Secreted protein	SO:0001217, UniRef:UniRef50_A0A2X3EDZ4, UniRef:UniRef90_A0A2X3EDZ4
contig_2	cds	454989	456029	+	PPDDFK_18760	mviM	putative dehydrogenase	COG:COG0673, COG:R, RefSeq:WP_002907650.1, SO:0001217, UniParc:UPI0001576D63, UniRef:UniRef100_A0A0E9Z9P9, UniRef:UniRef50_P77376, UniRef:UniRef90_A0A0E9Z9P9
contig_2	cds	456065	457066	-	PPDDFK_18765	add	adenosine deaminase	COG:COG1816, COG:F, EC:3.5.4.4, GO:0004000, GO:0008270, GO:0009117, GO:0009168, GO:0046936, SO:0001217, UniRef:UniRef50_Q8ZPL9, UniRef:UniRef90_A6T9W8
contig_2	cds	457224	458180	-	PPDDFK_18770	ygaY	putative transporter YgaY	SO:0001217, UniRef:UniRef50_A0A653ZP22
contig_2	cds	458177	458440	-	PPDDFK_18775		(pseudo) Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919LQX0, UniRef:UniRef90_A0A923J741
contig_2	cds	458572	459036	+	PPDDFK_18780	hxlR	DNA-binding transcriptional regulator, HxlR family	COG:COG1733, COG:K, RefSeq:WP_004180158.1, SO:0001217, UniParc:UPI0002410A9D, UniRef:UniRef100_A0A0E1CHW9, UniRef:UniRef50_D4GMU6, UniRef:UniRef90_A0A0B7G7R1
contig_2	cds	459280	459465	+	PPDDFK_18785		hypothetical protein	RefSeq:WP_002907644.1, SO:0001217, UniParc:UPI0001576D5F, UniRef:UniRef100_W9BGR8, UniRef:UniRef50_A0A087FJV9, UniRef:UniRef90_A0A087FJV9
contig_2	cds	459522	459836	-	PPDDFK_18790		RND transporter	SO:0001217, UniRef:UniRef50_A0A377ZJT2, UniRef:UniRef90_A0A377ZJT2
contig_2	cds	460096	460623	+	PPDDFK_18795	cybB	cytochrome b561	COG:C, COG:COG3038, GO:0009055, GO:0016020, GO:0022904, RefSeq:WP_002907640.1, SO:0001217, UniParc:UPI0001576D5E, UniRef:UniRef100_A0A0W8AV04, UniRef:UniRef50_P0ABE5, UniRef:UniRef90_A0A0W8AV04
contig_2	cds	460727	461002	+	PPDDFK_18800	frmR	DNA-binding transcriptional regulator, FrmR family	COG:COG1937, COG:K, RefSeq:WP_002907563.1, SO:0001217, UniParc:UPI0001576CAB, UniRef:UniRef100_W9B8S7, UniRef:UniRef50_A0A4Z0LDK1, UniRef:UniRef90_A0A087FJW2
contig_2	cds	461027	462145	+	PPDDFK_18805	frmA	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	COG:C, COG:COG1062, GO:0004024, GO:0006113, GO:0009404, GO:0051903, SO:0001217, UniRef:UniRef50_B5XA77, UniRef:UniRef90_A0A734H057
contig_2	cds	462396	463886	-	PPDDFK_18810		PQQ-like domain protein	SO:0001217, UniRef:UniRef50_A0A2P1B0I1
contig_2	cds	463888	464376	-	PPDDFK_18815		(pseudo) Glucose dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2X3EWK2, UniRef:UniRef90_A0A2X3EWK2
contig_2	cds	464355	464588	-	PPDDFK_18820		hypothetical protein	
contig_2	cds	464888	465811	-	PPDDFK_18825	pcaQ	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_004143800.1, SO:0001217, UniParc:UPI0001576CA8, UniRef:UniRef100_A0A0W8AUQ7, UniRef:UniRef50_B7LQX5, UniRef:UniRef90_A0A0W8AUQ7
contig_2	cds	465989	466609	-	PPDDFK_18830	pcaG	protocatechuate 3,4-dioxygenase subunit alpha	COG:COG3485, COG:Q, EC:1.13.11.3, GO:0018578, GO:0046278, SO:0001217, UniRef:UniRef50_P20371, UniRef:UniRef90_A0A1C3Q7Q3
contig_2	cds	466606	467346	-	PPDDFK_18835	pcaH	protocatechuate 3,4-dioxygenase subunit beta	COG:COG3485, COG:Q, EC:1.13.11.3, GO:0018578, GO:0046278, KEGG:K00449, RefSeq:WP_002907552.1, SO:0001217, UniParc:UPI000205B1C4, UniRef:UniRef100_W9B8S3, UniRef:UniRef50_P00437, UniRef:UniRef90_A0A378GL22
contig_2	cds	467585	468928	+	PPDDFK_18840	ydcJ	putative metalloenzyme YdcJ, glyoxalase superfamily	COG:COG5383, COG:R, RefSeq:WP_002907549.1, SO:0001217, UniParc:UPI0001576CA5, UniRef:UniRef100_A0A0C7KN52, UniRef:UniRef50_A0A1E2VC27, UniRef:UniRef90_A0A0C7KN52
contig_2	cds	468873	470474	+	PPDDFK_18845	pnbA	Carboxylesterase type B	COG:COG2272, COG:I, SO:0001217, UniRef:UniRef50_A0A486U993, UniRef:UniRef90_A0A377TYH5
contig_2	cds	470521	470694	-	PPDDFK_18850		Benzyl alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A486LNH2, UniRef:UniRef90_A0A486LNH2
contig_2	cds	470691	471608	-	PPDDFK_18855	frmA	Zn-dependent alcohol/formaldehyde dehydrogenase	COG:C, COG:COG1062, SO:0001217, UniRef:UniRef50_A0A0W8AUC6, UniRef:UniRef90_A0A0W8AUC6
contig_2	cds	471857	472876	+	PPDDFK_18860		Glucans biosynthesis protein D	SO:0001217, UniRef:UniRef50_A0A7H4SHU2
contig_2	cds	472819	473700	+	PPDDFK_18865		glucan biosynthesis protein	KEGG:K03670, SO:0001217, UniRef:UniRef50_A0A729KDM3, UniRef:UniRef90_UPI00158FB1E0
contig_2	cds	473754	474050	+	PPDDFK_18870		Ribosomal-protein-serine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2X3JWX2
contig_2	cds	474154	474333	+	PPDDFK_18875		Ribosomal-protein-L7p-serine acetyltransferase	SO:0001217, UniParc:UPI000A437448, UniRef:UniRef100_A0A378F3D5, UniRef:UniRef90_A0A378F3D5
contig_2	cds	474319	475299	-	PPDDFK_18880	ydcK	YdcK family protein	RefSeq:WP_064162028.1, SO:0001217, UniParc:UPI0007CBAA0A, UniRef:UniRef100_A0A9Q6NKD6, UniRef:UniRef50_P76100, UniRef:UniRef90_W9B9C6
contig_2	cds	475411	476394	+	PPDDFK_18885	tehA	dicarboxylate transporter/tellurite-resistance protein TehA	COG:COG1275, COG:V, GO:0016020, GO:0055085, KEGG:K03304, SO:0001217, UniRef:UniRef50_P25396, UniRef:UniRef90_UPI0023E36E58
contig_2	cds	476411	477007	+	PPDDFK_18890	tehB	tellurite resistance methyltransferase TehB	COG:C, COG:COG4106, EC:2.1.1.265, GO:0008757, GO:0046690, RefSeq:WP_004180148.1, SO:0001217, UniParc:UPI000282EC65, UniRef:UniRef100_A0A2J4CH18, UniRef:UniRef50_P25397, UniRef:UniRef90_W9BH79
contig_2	cds	477268	477570	+	PPDDFK_18895		Membrane lipoprotein	SO:0001217, UniRef:UniRef50_A0A379VSM2, UniRef:UniRef90_A0A509A5S1
contig_2	cds	477651	477935	+	PPDDFK_18900		Membrane lipoprotein	SO:0001217, UniParc:UPI0011709371, UniRef:UniRef100_A0A509A6E8, UniRef:UniRef50_A0A485BJR7, UniRef:UniRef90_A0A509A6E8
contig_2	cds	477932	478435	-	PPDDFK_18905		DMT family transporter	SO:0001217, UniRef:UniRef50_UPI000CBF7714, UniRef:UniRef90_UPI000CBF7714
contig_2	cds	479054	479923	+	PPDDFK_18910	araC	AraC-type DNA-binding domain and AraC-containing proteins	COG:COG2207, COG:K, RefSeq:WP_004151213.1, SO:0001217, UniParc:UPI000205B1BA, UniRef:UniRef100_W9B9C3, UniRef:UniRef50_N9AKE1, UniRef:UniRef90_W9B9C3
contig_2	cds	479900	480928	-	PPDDFK_18915	benE	putative benzoate:H+ symporter BenE	COG:COG3135, COG:Q, SO:0001217, UniRef:UniRef50_P76103, UniRef:UniRef90_R4YF23
contig_2	cds	481068	481235	+	PPDDFK_18920		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A919LT63, UniRef:UniRef90_A0A919LT63
contig_2	cds	481250	481819	+	PPDDFK_18925	hipB	Transcriptional regulator, contains XRE-family HTH domain	COG:COG1396, COG:K, RefSeq:WP_002907473.1, SO:0001217, UniParc:UPI0001576C99, UniRef:UniRef100_A0A378F555, UniRef:UniRef50_P77626, UniRef:UniRef90_A0A378F555
contig_2	cds	482031	483677	+	PPDDFK_18930	yhbU	putative protease yhbU	KEGG:K24847, SO:0001217, UniRef:UniRef50_A0A3P8M2M6, UniRef:UniRef90_A0A3P8M2M6
contig_2	cds	484004	484234	-	PPDDFK_18935	yncJ	YncJ protein	RefSeq:WP_004143781.1, SO:0001217, UniParc:UPI0001A589F0, UniRef:UniRef100_A0A0W8AUI5, UniRef:UniRef50_A0A1D8JTN8, UniRef:UniRef90_W9B8R1
contig_2	cds	484383	484688	-	PPDDFK_18940		Acid shock protein	RefSeq:WP_046654016.1, SO:0001217, UniParc:UPI000620C3A2, UniRef:UniRef100_A0A9Q4N670, UniRef:UniRef50_A0A264CAU1, UniRef:UniRef90_A0A483JHK5
contig_2	cds	484784	484909	-	PPDDFK_18945		DUF2474 domain-containing protein	RefSeq:WP_002907461.1, SO:0001217, UniParc:UPI0001B7520A, UniRef:UniRef100_A0A264CAV9, UniRef:UniRef50_B5XWT7, UniRef:UniRef90_B5XWT7
contig_2	cds	484909	487317	-	PPDDFK_18950		Cytochrome bd ubiquinol oxidase, subunit I	SO:0001217, UniRef:UniRef50_A0A3S4MWC4
contig_2	cds	487786	487884	+	PPDDFK_18955		Membrane associated protein	SO:0001217, UniParc:UPI0002186516, UniRef:UniRef100_A0A0E1CDN3, UniRef:UniRef50_A0A0E1CDN3, UniRef:UniRef90_A0A0E1CDN3
contig_2	cds	488004	489377	+	PPDDFK_18960	aRO8	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	COG:COG1167, COG:KE, SO:0001217, UniRef:UniRef50_V5Z4F9, UniRef:UniRef90_A0A377V452
contig_2	cds	489718	490863	+	PPDDFK_18965	ydcS	putative ABC transporter substrate-binding protein YdcS	COG:COG0687, COG:E, RefSeq:WP_002907384.1, SO:0001217, UniParc:UPI0001576BD4, UniRef:UniRef100_W9B9B3, UniRef:UniRef50_P76108, UniRef:UniRef90_W9B9B3
contig_2	cds	490880	491893	+	PPDDFK_18970	potA	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	COG:COG3842, COG:E, RefSeq:WP_004184243.1, SO:0001217, UniParc:UPI0001576BD3, UniRef:UniRef100_A0A0C7KK25, UniRef:UniRef50_P77795, UniRef:UniRef90_A0A086IL61
contig_2	cds	491895	492824	+	PPDDFK_18975	potB	ABC-type spermidine/putrescine transport system, permease component I	COG:COG1176, COG:E, RefSeq:WP_064162030.1, SO:0001217, UniParc:UPI0007CBD33B, UniRef:UniRef100_A0A9Q6NKC9, UniRef:UniRef50_P77156, UniRef:UniRef90_R4YAL0
contig_2	cds	492864	493313	+	PPDDFK_18980	potC	(pseudo) Spermidine Putrescine ABC transporter permease potC	SO:0001217, UniRef:UniRef50_A0A919LQZ1, UniRef:UniRef90_A0A2X3EL25
contig_2	cds	493393	493617	+	PPDDFK_18985	potC	ABC-type spermidine/putrescine transport system, permease component II	COG:COG1177, COG:E, SO:0001217, UniParc:UPI0003DC6DF0, UniRef:UniRef100_A0A2X3EW50, UniRef:UniRef50_P0AFR9, UniRef:UniRef90_R4Y9Y0
contig_2	cds	493640	495067	+	PPDDFK_18990	patD	aminobutyraldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.19, GO:0009447, GO:0019145, RefSeq:WP_004175939.1, SO:0001217, UniParc:UPI0001A589E9, UniRef:UniRef100_A0A0C7KN36, UniRef:UniRef50_Q8ZPC9, UniRef:UniRef90_W9B8Q4
contig_2	ncRNA	495183	495243	+	PPDDFK_18995	rydB	rydB RNA	RFAM:RF00118, SO:0000655
contig_2	cds	495408	495530	-	PPDDFK_19000		hypothetical protein	RefSeq:WP_004175940.1, SO:0001217, UniParc:UPI0001576BCF, UniRef:UniRef100_A0A0E1CIH2, UniRef:UniRef50_A0A0E1CIH2, UniRef:UniRef90_A0A0E1CIH2
contig_2	cds	496014	496265	+	PPDDFK_19005		Secreted protein	RefSeq:WP_048333724.1, SO:0001217, UniParc:UPI0006524E44, UniRef:UniRef100_A0A483JQ77, UniRef:UniRef50_W9BGQ0, UniRef:UniRef90_W9BGQ0
contig_2	cds	496317	496409	-	PPDDFK_19010	yncL	stress response membrane protein YncL	RefSeq:WP_002906891.1, SO:0001217, UniParc:UPI0001A589E6, UniRef:UniRef100_A0A0C7KK20, UniRef:UniRef50_A0A3S4IZQ9, UniRef:UniRef90_A0A3S4IZQ9
contig_2	cds	496605	496778	+	PPDDFK_19015	ydcX	YdcX protein	KEGG:K18839, RefSeq:WP_002906888.1, SO:0001217, UniParc:UPI0002186511, UniRef:UniRef100_W9BH69, UniRef:UniRef50_A0A090V4B1, UniRef:UniRef90_W9BH69
contig_2	cds	496928	497617	+	PPDDFK_19020	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_A0A2V3KBH6, UniRef:UniRef90_A0A377ZKQ5
contig_2	cds	497631	498206	-	PPDDFK_19025		4-aminobutyraldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A378B3E0, UniRef:UniRef90_A0A377ZKC5
contig_2	cds	498508	499062	-	PPDDFK_19030		4-aminobutyraldehyde dehydrogenase	SO:0001217, UniParc:UPI000E0273B5, UniRef:UniRef100_A0A377TWL9, UniRef:UniRef50_A0A377W0D8, UniRef:UniRef90_A0A377W0D8
